"Time","Node 3 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/13/2013 10:01","0.26"
"08/13/2013 10:18","0.18"
"08/13/2013 10:34","0.18"
"08/13/2013 10:50","0.18"
"08/13/2013 11:06","0.10"
"08/13/2013 11:22","0.18"
"08/13/2013 11:38","0.18"
"08/13/2013 11:54","0.10"
"08/13/2013 12:11","0.10"
"08/13/2013 12:27","0.10"
"08/13/2013 12:43","0.34"
"08/13/2013 12:59","-1.39"
"08/13/2013 16:45","0.42"
"08/13/2013 17:01","0.26"
"08/13/2013 17:17","0.42"
"08/13/2013 17:33","0.66"
"08/13/2013 17:50","0.58"
"08/13/2013 18:06","0.42"
"08/13/2013 18:22","0.58"
"08/13/2013 18:38","0.58"
"08/13/2013 18:54","0.58"
"08/13/2013 19:10","0.42"
"08/13/2013 19:26","0.34"
"08/13/2013 19:43","0.58"
"08/13/2013 19:59","0.66"
"08/13/2013 20:15","0.58"
"08/13/2013 20:47","0.58"
