"Time","Node 4 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/16/2013 08:14","1.56"
"08/16/2013 08:30","1.56"
"08/16/2013 08:46","1.56"
"08/16/2013 09:18","1.56"
"08/16/2013 09:34","1.65"
"08/16/2013 09:51","1.48"
"08/16/2013 10:07","1.48"
"08/16/2013 10:23","1.65"
"08/16/2013 10:55","1.48"
"08/16/2013 11:11","1.48"
"08/16/2013 11:27","1.56"
"08/16/2013 11:44","1.65"
"08/16/2013 16:18","1.32"
"08/16/2013 16:34","1.48"
"08/16/2013 16:50","1.23"
"08/16/2013 17:06","1.23"
"08/16/2013 17:23","1.23"
"08/16/2013 17:39","1.23"
"08/16/2013 17:55","1.23"
"08/16/2013 18:11","1.23"
"08/16/2013 18:27","1.23"
"08/16/2013 18:43","1.23"
