"Time","Node 5 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/22/2013 16:32","0.58"
"08/22/2013 16:48","0.58"
"08/22/2013 17:04","0.58"
"08/22/2013 17:20","0.58"
"08/22/2013 17:36","0.58"
"08/22/2013 17:53","0.58"
"08/22/2013 18:09","0.58"
"08/22/2013 18:25","0.58"
"08/22/2013 18:41","0.58"
"08/22/2013 18:57","0.58"
"08/22/2013 19:13","0.58"
"08/22/2013 19:29","0.58"
"08/22/2013 19:46","0.58"
"08/22/2013 20:02","0.58"
"08/22/2013 20:18","0.58"
"08/23/2013 00:36","0.82"
"08/23/2013 01:08","0.82"
"08/23/2013 01:41","0.82"
