"Time","Node 4 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/06/2013 10:21","1.90"
"08/06/2013 10:37","1.81"
"08/06/2013 10:53","1.98"
"08/06/2013 11:10","1.81"
"08/06/2013 11:26","1.81"
"08/06/2013 11:42","1.90"
"08/06/2013 11:58","1.81"
"08/06/2013 12:14","1.73"
"08/06/2013 12:30","1.98"
"08/06/2013 12:46","1.81"
"08/06/2013 15:28","1.48"
"08/06/2013 15:44","1.48"
"08/06/2013 16:00","1.48"
"08/06/2013 16:16","1.48"
"08/06/2013 16:32","1.48"
"08/06/2013 16:49","1.48"
"08/06/2013 17:05","1.48"
"08/06/2013 17:21","1.48"
"08/06/2013 17:37","1.40"
"08/06/2013 17:53","1.40"
"08/06/2013 18:09","1.40"
"08/06/2013 18:25","1.40"
"08/06/2013 18:58","1.32"
