"Time","Node 5 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/07/2013 10:10","0.42"
"08/07/2013 10:26","0.50"
"08/07/2013 10:42","0.50"
"08/07/2013 10:59","0.50"
"08/07/2013 11:15","0.42"
"08/07/2013 11:31","0.34"
"08/07/2013 11:47","0.26"
"08/07/2013 12:03","0.26"
"08/07/2013 12:19","0.34"
"08/07/2013 12:35","0.26"
"08/07/2013 12:52","0.26"
"08/07/2013 13:08","0.34"
"08/07/2013 13:24","0.26"
"08/07/2013 13:40","0.34"
"08/07/2013 13:56","0.34"
"08/07/2013 14:12","0.34"
"08/07/2013 18:47","0.18"
"08/07/2013 19:03","0.18"
"08/07/2013 19:19","0.18"
