"Time","Node 3 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/09/2013 11:51","-0.61"
"08/09/2013 12:07","-0.54"
"08/09/2013 12:23","-0.69"
"08/09/2013 12:39","-0.54"
"08/09/2013 12:55","-0.61"
"08/09/2013 13:11","-0.54"
"08/09/2013 16:41","-0.69"
"08/09/2013 16:57","-0.77"
"08/09/2013 17:13","-0.85"
"08/09/2013 17:30","-0.69"
"08/09/2013 17:46","-0.69"
"08/09/2013 18:02","-0.69"
"08/09/2013 18:18","-0.69"
"08/09/2013 18:34","-0.69"
"08/09/2013 18:50","-0.69"
"08/09/2013 19:06","-0.69"
"08/09/2013 19:23","-0.93"
"08/09/2013 19:39","-0.61"
"08/09/2013 19:55","-0.69"
"08/09/2013 20:11","-0.61"
"08/09/2013 20:27","-0.69"
"08/09/2013 20:43","-0.61"
