"Time","Node 2 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/12/2013 00:32","7.35"
"08/12/2013 00:48","7.35"
"08/12/2013 10:46","8.42"
"08/12/2013 11:02","8.32"
"08/12/2013 11:18","8.22"
"08/12/2013 11:34","8.32"
"08/12/2013 11:50","8.32"
"08/12/2013 12:07","8.32"
"08/12/2013 16:09","8.03"
"08/12/2013 16:25","8.03"
"08/12/2013 16:41","8.03"
"08/12/2013 16:57","7.93"
"08/12/2013 17:13","7.93"
"08/12/2013 17:29","7.93"
"08/12/2013 17:46","7.83"
"08/12/2013 18:02","7.83"
"08/12/2013 18:18","7.83"
"08/12/2013 18:34","7.74"
"08/12/2013 18:50","7.74"
"08/12/2013 19:06","7.74"
"08/12/2013 19:22","7.64"
"08/12/2013 19:55","7.64"
"08/12/2013 20:11","7.64"
"08/12/2013 20:27","7.64"
"08/12/2013 20:43","7.64"
"08/12/2013 20:59","7.54"
"08/12/2013 21:15","7.54"
"08/12/2013 21:32","7.45"
"08/12/2013 22:52","7.35"
"08/12/2013 23:08","7.26"
"08/12/2013 23:25","7.26"
"08/12/2013 23:41","7.26"
"08/12/2013 23:57","7.26"
"08/13/2013 00:13","6.97"
