"Time","Node 5 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/27/2013 10:00","-1.47"
"08/27/2013 10:16","-1.47"
"08/27/2013 10:48","-1.62"
"08/27/2013 12:09","-1.70"
"08/27/2013 12:25","-1.62"
"08/27/2013 12:41","-1.55"
"08/27/2013 12:58","-1.39"
"08/27/2013 13:14","-1.31"
"08/27/2013 13:30","-0.61"
"08/27/2013 13:46","-1.47"
"08/27/2013 16:44","6.13"
"08/27/2013 17:00","6.13"
"08/27/2013 17:16","6.13"
"08/27/2013 17:32","6.13"
"08/27/2013 17:48","6.13"
"08/27/2013 18:04","0.66"
"08/27/2013 18:20","-0.30"
"08/27/2013 18:37","-0.38"
"08/27/2013 18:53","-0.54"
"08/27/2013 19:09","-0.54"
"08/27/2013 19:25","-0.54"
