"Time","Node 2 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/16/2013 08:24","0.91"
"08/16/2013 08:40","0.82"
"08/16/2013 08:57","0.91"
"08/16/2013 09:13","0.91"
"08/16/2013 09:29","0.82"
"08/16/2013 09:45","0.82"
"08/16/2013 10:01","0.91"
"08/16/2013 10:17","0.91"
"08/16/2013 10:33","0.91"
"08/16/2013 10:50","0.58"
"08/16/2013 11:06","0.74"
"08/16/2013 11:22","0.74"
"08/16/2013 11:38","0.74"
"08/16/2013 16:29","0.50"
"08/16/2013 16:45","0.50"
"08/16/2013 17:01","0.58"
"08/16/2013 17:17","0.58"
"08/16/2013 17:33","0.58"
"08/16/2013 17:49","0.42"
"08/16/2013 18:06","0.50"
"08/16/2013 18:22","0.50"
"08/16/2013 18:38","0.58"
"08/16/2013 18:54","0.58"
