"Time","Node 5 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/09/2013 10:20","-0.30"
"08/09/2013 11:25","-0.46"
"08/09/2013 11:41","-0.46"
"08/09/2013 11:57","-0.22"
"08/09/2013 12:13","-0.54"
"08/09/2013 12:29","-0.54"
"08/09/2013 12:45","-0.46"
"08/09/2013 13:02","-0.46"
"08/09/2013 16:48","-0.46"
"08/09/2013 17:04","-0.46"
"08/09/2013 17:20","0.26"
"08/09/2013 17:36","-0.14"
"08/09/2013 17:52","-0.30"
"08/09/2013 18:08","-0.30"
"08/09/2013 18:25","-0.38"
"08/09/2013 18:41","-0.30"
"08/09/2013 18:57","-0.30"
"08/09/2013 19:13","-0.38"
"08/09/2013 19:29","-0.38"
"08/09/2013 19:45","-0.38"
"08/09/2013 20:01","-0.38"
"08/09/2013 20:18","-0.38"
"08/09/2013 20:34","-0.38"
