"Time","Node 5 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/05/2013 10:16","1.81"
"08/05/2013 10:32","1.73"
"08/05/2013 10:49","1.81"
"08/05/2013 11:05","1.81"
"08/05/2013 11:21","1.81"
"08/05/2013 11:37","1.81"
"08/05/2013 11:53","1.81"
"08/05/2013 12:09","1.81"
"08/05/2013 12:25","1.81"
"08/05/2013 12:42","1.81"
"08/05/2013 12:58","1.90"
"08/05/2013 13:14","1.65"
"08/05/2013 13:30","1.73"
"08/05/2013 13:46","1.73"
"08/05/2013 14:02","1.56"
"08/05/2013 14:18","1.56"
"08/05/2013 14:35","1.81"
