"Time","Node 2 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/10/2013 10:20","7.35"
"08/10/2013 10:36","7.45"
"08/10/2013 10:52","7.35"
"08/10/2013 11:08","7.45"
"08/10/2013 11:24","7.45"
"08/10/2013 11:40","7.45"
"08/10/2013 11:57","7.45"
"08/10/2013 12:13","7.45"
"08/10/2013 12:29","7.45"
"08/10/2013 12:45","7.45"
"08/10/2013 13:01","7.45"
"08/10/2013 13:17","7.45"
"08/10/2013 13:33","7.45"
"08/10/2013 13:50","7.45"
"08/10/2013 14:06","7.45"
"08/10/2013 14:22","7.45"
"08/10/2013 14:38","7.45"
"08/10/2013 14:54","7.45"
"08/10/2013 15:10","7.45"
