"Time","Node 3 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/03/2013 12:25","-0.38"
"08/03/2013 12:41","-0.54"
"08/03/2013 12:57","-0.30"
"08/03/2013 13:13","-0.14"
"08/03/2013 13:30","-0.14"
"08/03/2013 13:46","-0.22"
"08/03/2013 14:02","-0.46"
"08/03/2013 14:18","-0.61"
"08/03/2013 14:34","-0.54"
"08/03/2013 14:50","-0.46"
"08/03/2013 15:07","-0.46"
"08/03/2013 15:23","-0.46"
"08/03/2013 16:43","-0.54"
"08/03/2013 17:00","-0.38"
"08/03/2013 17:16","-0.46"
"08/03/2013 17:32","-0.46"
"08/03/2013 17:48","-0.46"
"08/03/2013 18:04","-0.38"
"08/03/2013 18:20","-0.38"
"08/03/2013 18:36","-0.38"
"08/03/2013 18:53","-0.38"
"08/03/2013 19:09","-0.61"
"08/03/2013 19:25","-0.38"
"08/03/2013 19:41","-0.38"
"08/03/2013 19:57","-0.38"
