"Time","Node 4 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/03/2013 12:23","2.74"
"08/03/2013 12:39","2.74"
"08/03/2013 12:56","2.74"
"08/03/2013 13:12","2.83"
"08/03/2013 13:28","2.74"
"08/03/2013 13:44","2.74"
"08/03/2013 14:00","3.00"
"08/03/2013 14:16","2.74"
"08/03/2013 14:32","2.92"
"08/03/2013 14:49","2.74"
"08/03/2013 15:05","2.74"
"08/03/2013 15:21","2.74"
"08/03/2013 16:58","2.74"
"08/03/2013 17:14","2.74"
"08/03/2013 17:30","2.66"
"08/03/2013 17:46","3.87"
"08/03/2013 18:02","3.00"
"08/03/2013 18:18","2.83"
"08/03/2013 18:35","2.74"
"08/03/2013 18:51","2.92"
"08/03/2013 19:07","2.74"
"08/03/2013 19:23","2.66"
"08/03/2013 19:39","2.66"
"08/03/2013 19:55","2.57"
