"Time","Node 4 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/08/2013 09:43","2.66"
"08/08/2013 09:59","2.49"
"08/08/2013 10:15","2.40"
"08/08/2013 10:31","2.49"
"08/08/2013 10:47","2.49"
"08/08/2013 11:03","2.49"
"08/08/2013 11:20","2.49"
"08/08/2013 11:36","2.49"
"08/08/2013 11:52","2.49"
"08/08/2013 12:08","2.57"
"08/08/2013 12:24","2.49"
"08/08/2013 12:40","2.66"
"08/08/2013 12:56","3.09"
"08/08/2013 13:13","2.66"
"08/08/2013 13:29","2.49"
"08/08/2013 13:45","2.49"
"08/08/2013 14:17","2.40"
