"Time","Node 3 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/14/2013 10:23","-0.14"
"08/14/2013 10:31","-0.06"
"08/14/2013 10:47","-0.93"
"08/14/2013 11:03","-0.22"
"08/14/2013 11:19","-0.14"
"08/14/2013 11:35","-0.14"
"08/14/2013 11:51","-1.01"
"08/14/2013 12:07","-0.22"
"08/14/2013 12:24","-0.14"
"08/14/2013 12:40","-0.14"
"08/14/2013 12:56","-0.14"
"08/14/2013 13:12","-0.38"
"08/14/2013 13:28","-0.30"
"08/14/2013 13:44","-0.38"
"08/14/2013 14:01","-0.38"
"08/14/2013 16:26","-0.22"
"08/14/2013 16:42","-0.30"
"08/14/2013 16:58","-0.22"
"08/14/2013 17:14","-0.30"
"08/14/2013 17:30","-0.22"
"08/14/2013 17:47","-0.30"
"08/14/2013 18:03","-0.30"
"08/14/2013 18:19","-0.30"
"08/14/2013 18:35","-0.30"
"08/14/2013 18:51","-0.30"
"08/14/2013 19:07","-0.30"
"08/14/2013 19:23","-0.22"
"08/14/2013 19:40","-0.22"
"08/14/2013 19:56","-0.22"
"08/14/2013 20:12","-0.22"
"08/14/2013 20:28","-0.30"
"08/14/2013 20:44","-0.22"
"08/14/2013 21:00","-0.22"
