"Time","Node 5 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/12/2013 10:43","3.52"
"08/12/2013 10:59","3.43"
"08/12/2013 11:16","3.52"
"08/12/2013 11:32","3.35"
"08/12/2013 11:48","3.35"
"08/12/2013 12:04","3.52"
"08/12/2013 15:58","3.70"
"08/12/2013 15:59","3.70"
"08/12/2013 16:00","3.70"
"08/12/2013 16:01","3.70"
"08/12/2013 16:02","3.70"
"08/12/2013 16:03","3.70"
"08/12/2013 16:04","3.70"
"08/12/2013 16:05","3.70"
"08/12/2013 16:06","3.70"
"08/12/2013 16:07","3.78"
"08/12/2013 16:08","3.70"
"08/12/2013 16:09","3.70"
"08/12/2013 16:10","3.70"
"08/12/2013 16:11","3.70"
"08/12/2013 16:12","3.70"
"08/12/2013 16:13","3.78"
"08/12/2013 16:14","3.78"
"08/12/2013 16:15","3.78"
"08/12/2013 16:16","3.78"
"08/12/2013 16:17","3.78"
"08/12/2013 16:19","3.78"
"08/12/2013 16:20","3.78"
"08/12/2013 16:21","3.78"
"08/12/2013 16:23","3.70"
"08/12/2013 16:24","3.70"
"08/12/2013 16:25","3.78"
"08/12/2013 16:26","3.78"
"08/12/2013 16:27","3.70"
"08/12/2013 16:28","3.78"
"08/12/2013 16:29","3.78"
"08/12/2013 16:30","3.78"
"08/12/2013 16:30","3.78"
"08/12/2013 16:46","3.52"
"08/12/2013 17:03","3.35"
"08/12/2013 17:19","3.43"
"08/12/2013 17:35","3.43"
"08/12/2013 17:51","3.43"
"08/12/2013 18:07","3.43"
"08/12/2013 18:23","3.43"
"08/12/2013 18:40","3.43"
"08/12/2013 18:56","3.43"
"08/12/2013 19:12","3.43"
"08/12/2013 19:28","3.43"
"08/12/2013 19:44","3.43"
"08/12/2013 20:00","3.43"
"08/12/2013 20:16","3.52"
"08/12/2013 20:33","3.52"
"08/12/2013 20:49","3.52"
"08/12/2013 21:05","3.52"
"08/12/2013 21:21","3.52"
"08/12/2013 21:37","3.52"
"08/12/2013 22:58","3.52"
"08/12/2013 23:14","3.52"
"08/12/2013 23:30","3.52"
"08/12/2013 23:46","3.52"
"08/13/2013 00:02","3.52"
