"Time","Node 3 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/11/2013 10:08","-0.22"
"08/11/2013 10:24","-0.14"
"08/11/2013 10:40","-0.06"
"08/11/2013 10:56","-0.06"
"08/11/2013 11:12","-0.22"
"08/11/2013 11:28","-0.22"
"08/11/2013 11:44","-0.22"
"08/11/2013 12:01","-0.38"
"08/11/2013 12:17","-0.30"
"08/11/2013 12:33","-0.22"
"08/11/2013 12:49","-0.22"
"08/11/2013 17:40","-0.22"
"08/11/2013 17:56","-0.30"
"08/11/2013 18:12","-0.30"
"08/11/2013 18:28","-0.30"
"08/11/2013 18:44","-0.30"
"08/11/2013 19:00","-0.22"
"08/12/2013 00:07","-0.30"
"08/12/2013 00:23","-0.30"
"08/12/2013 00:39","-0.30"
"08/12/2013 00:56","-0.30"
