"Time","Node 4 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/07/2013 10:02","3.35"
"08/07/2013 10:18","3.35"
"08/07/2013 10:34","3.35"
"08/07/2013 10:50","3.35"
"08/07/2013 11:06","3.26"
"08/07/2013 11:23","3.26"
"08/07/2013 11:39","3.26"
"08/07/2013 11:55","3.17"
"08/07/2013 12:11","3.17"
"08/07/2013 12:27","3.17"
"08/07/2013 12:43","3.17"
"08/07/2013 13:00","3.17"
"08/07/2013 13:16","3.09"
"08/07/2013 13:32","3.26"
"08/07/2013 13:48","4.13"
"08/07/2013 14:04","3.52"
"08/07/2013 18:39","2.83"
"08/07/2013 18:55","2.83"
"08/07/2013 19:11","2.83"
"08/07/2013 19:27","2.83"
