"Time","Node 2 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/08/2013 09:37","6.59"
"08/08/2013 09:54","6.59"
"08/08/2013 10:10","6.59"
"08/08/2013 10:26","6.50"
"08/08/2013 10:42","6.59"
"08/08/2013 10:58","6.59"
"08/08/2013 11:14","6.69"
"08/08/2013 11:30","6.69"
"08/08/2013 11:47","6.31"
"08/08/2013 12:03","6.59"
"08/08/2013 12:19","6.59"
"08/08/2013 12:35","6.69"
"08/08/2013 12:51","6.69"
"08/08/2013 13:07","6.69"
"08/08/2013 13:23","6.69"
"08/08/2013 13:40","6.78"
"08/08/2013 13:56","6.88"
"08/08/2013 14:12","6.88"
