"Time","Node 3 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/07/2013 10:04","-0.14"
"08/07/2013 10:20","0.02"
"08/07/2013 10:36","-0.14"
"08/07/2013 10:52","-0.22"
"08/07/2013 11:08","-0.30"
"08/07/2013 11:24","-0.46"
"08/07/2013 11:40","-0.69"
"08/07/2013 11:57","-0.69"
"08/07/2013 12:13","-0.85"
"08/07/2013 12:29","-0.77"
"08/07/2013 12:45","-0.85"
"08/07/2013 13:01","-1.08"
"08/07/2013 13:17","-0.77"
"08/07/2013 13:34","-0.77"
"08/07/2013 13:50","-0.93"
"08/07/2013 14:06","-0.69"
"08/07/2013 18:40","-0.61"
"08/07/2013 18:56","-0.93"
"08/07/2013 19:29","-0.61"
