"Time","Node 5 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/16/2013 08:21","-0.14"
"08/16/2013 08:37","-0.06"
"08/16/2013 08:53","-0.14"
"08/16/2013 09:09","-0.22"
"08/16/2013 09:25","-0.38"
"08/16/2013 09:41","-0.38"
"08/16/2013 09:58","-0.38"
"08/16/2013 10:14","-0.38"
"08/16/2013 10:30","-0.38"
"08/16/2013 11:02","-0.46"
"08/16/2013 11:18","-0.54"
"08/16/2013 11:34","-0.38"
"08/16/2013 16:18","-0.30"
"08/16/2013 16:19","-0.30"
"08/16/2013 16:20","-0.30"
"08/16/2013 16:21","-0.30"
"08/16/2013 16:23","-0.30"
"08/16/2013 16:24","-0.30"
"08/16/2013 16:25","-0.30"
"08/16/2013 16:26","-0.22"
"08/16/2013 16:27","-0.22"
"08/16/2013 16:28","-0.22"
"08/16/2013 16:29","-0.22"
"08/16/2013 16:30","-0.22"
"08/16/2013 16:31","-0.22"
"08/16/2013 16:32","-0.22"
"08/16/2013 16:33","-0.22"
"08/16/2013 16:34","-0.22"
"08/16/2013 16:50","-0.54"
"08/16/2013 17:06","-0.54"
"08/16/2013 17:23","-0.61"
"08/16/2013 17:39","0.18"
"08/16/2013 17:55","-0.38"
"08/16/2013 18:11","-0.46"
"08/16/2013 18:27","-0.54"
"08/16/2013 18:43","-0.54"
