"Time","Node 4 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/03/2013 12:23","0.91"
"08/03/2013 12:39","0.74"
"08/03/2013 12:56","0.91"
"08/03/2013 13:12","0.91"
"08/03/2013 13:28","0.91"
"08/03/2013 13:44","0.91"
"08/03/2013 14:00","0.91"
"08/03/2013 14:16","0.74"
"08/03/2013 14:32","0.82"
"08/03/2013 14:49","0.91"
"08/03/2013 15:05","0.91"
"08/03/2013 15:21","0.91"
"08/03/2013 16:58","0.74"
"08/03/2013 17:14","0.74"
"08/03/2013 17:30","0.74"
"08/03/2013 17:46","0.66"
"08/03/2013 18:02","0.66"
"08/03/2013 18:18","0.66"
"08/03/2013 18:35","0.66"
"08/03/2013 18:51","0.66"
"08/03/2013 19:07","0.74"
"08/03/2013 19:23","0.66"
"08/03/2013 19:39","0.74"
"08/03/2013 19:55","0.74"
