"Time","Node 2 : eS1100 Soil Moisture : Port 2 : [Soil Moisture] (centiBar)"
"08/06/2013 10:16","1.40"
"08/06/2013 10:32","1.56"
"08/06/2013 10:48","1.56"
"08/06/2013 11:04","1.48"
"08/06/2013 11:20","1.32"
"08/06/2013 11:37","1.40"
"08/06/2013 11:53","1.23"
"08/06/2013 12:09","1.32"
"08/06/2013 12:25","1.40"
"08/06/2013 12:41","1.40"
"08/06/2013 15:39","3.26"
"08/06/2013 15:55","2.66"
"08/06/2013 16:11","3.35"
"08/06/2013 16:27","3.17"
"08/06/2013 16:43","3.26"
"08/06/2013 16:59","2.74"
"08/06/2013 17:16","2.23"
"08/06/2013 17:32","1.48"
"08/06/2013 17:48","1.56"
"08/06/2013 18:04","1.73"
"08/06/2013 18:20","2.07"
"08/06/2013 18:36","1.73"
"08/06/2013 18:52","1.65"
