"Time","Node 5 : eS1100 Soil Moisture : Port 4 : [Soil Moisture] (centiBar)"
"08/14/2013 10:29","-0.38"
"08/14/2013 10:45","-0.46"
"08/14/2013 11:01","-0.61"
"08/14/2013 11:17","-0.61"
"08/14/2013 11:34","-0.46"
"08/14/2013 11:50","-0.38"
"08/14/2013 12:06","-0.46"
"08/14/2013 12:22","-0.46"
"08/14/2013 12:38","-0.54"
"08/14/2013 12:54","-0.46"
"08/14/2013 13:10","-0.22"
"08/14/2013 13:27","-0.54"
"08/14/2013 13:43","-0.38"
"08/14/2013 13:59","-0.54"
"08/14/2013 16:24","-0.38"
"08/14/2013 16:40","-0.22"
"08/14/2013 16:57","-0.38"
"08/14/2013 17:13","-0.38"
"08/14/2013 17:29","-0.38"
"08/14/2013 17:45","-0.38"
"08/14/2013 18:01","-0.22"
"08/14/2013 18:17","-0.30"
"08/14/2013 18:33","-0.30"
"08/14/2013 18:50","-0.38"
"08/14/2013 19:06","-0.38"
"08/14/2013 19:22","-0.14"
"08/14/2013 19:54","-0.22"
"08/14/2013 20:10","-0.30"
"08/14/2013 20:26","-0.22"
"08/14/2013 20:43","-0.30"
"08/14/2013 20:59","-0.30"
